sample,Hash,nReads
WB_Eg_0_Jul_B_r5,6dbe3cfb86fd77e6adb9ae94f9037cb3f6850488,270
WB_Eg_0_Jul_B_r5,93b1a402f944324962d7a939035eb04753ead8b7,62
WB_Eg_0_Jul_B_r5,78c13365e61ef4d1a875bda1d6ee63a9788ac2a8,295
WB_Eg_0_Jul_B_r5,5270ae4d54cb533628e2fd037551b4820b84eee6,45
WB_Eg_0_Jul_B_r5,b17e89949f8d275e9aa4e05cbfc408aef20268e3,226
WB_Eg_0_Jul_B_r5,abafaceb25426f21ea26ee3fb9b94325c9e88909,31
WB_Eg_0_Jul_B_r5,8b8bd78c1ca9f3a23e5b7dcad27a9bde5a517cfa,25
WB_Eg_0_Jul_B_r5,72d6d2e8316337f8beaf623ca78f0d1db5006f36,155
WB_Eg_0_Jul_B_r5,8d9e4e7e473f0bf19630ea3cd4f17074ef9276a9,41
WB_Eg_0_Jul_B_r5,5bdcdebc48a8cac1c5f5ef5be7b5b0db9fbfc269,42
WB_Eg_0_Jul_B_r5,34cdf55b1b94725a122f2926508a29ed60aea543,69
WB_Eg_0_Jul_B_r5,cec76b37f2075b9156c072e6a31d739bfddf3fe2,230
WB_Eg_0_Jul_B_r5,7857c0861b5605350e6f69cadc59968e05d0d17f,161
WB_Eg_0_Jul_B_r5,a0e6aa5df3855c10681a595eec89dd5599373417,42
WB_Eg_0_Jul_B_r5,fb2571b6586835549a423f92eaa635b99f9d9bac,11
WB_Eg_0_Jul_B_r5,49ee75a0793bcf75a14d9ee8e6c33ba616797a01,4
WB_Eg_0_Jul_B_r5,98eddbd1218f13364c779e949d28c3585e72490f,35
WB_Eg_0_Jul_B_r5,24f658e178abf227661c1040dee732aaeee0bf33,667
WB_Eg_0_Jul_B_r5,c6da01a6998c20c80b4533d9d0d9d4136292f324,184
WB_Eg_0_Jul_B_r5,ef6e3de48ff797b1d8eefec90ffc1bc76f3ef654,249
WB_Eg_0_Jul_B_r5,8e5a609efaddaef88d77152bfe534f9cf15d1dc3,17
WB_Eg_0_Jul_B_r5,6937b36c5227bf84b546bea9a3c6ec379cc1f016,165
WB_Eg_0_Jul_B_r5,ae86fd278c46d1854805f6bf3e5684311624475f,20
WB_Eg_0_Jul_B_r5,ae30c41f4bbd89a71c5d2bbec0c78de618e0173b,204
WB_Eg_0_Jul_B_r5,02bd2cfe30c4ae7e3f68bee1852d0595d3105823,59
WB_Eg_0_Jul_B_r5,27684d61ce7c0848c27e83869b13848dd7cc4175,4
WB_Eg_0_Jul_B_r5,5c3ce3348dcee6e578c267c509b3eae76f72ca8b,48
WB_Eg_0_Jul_B_r5,709841fdbd2649db7209dd3fe218442af92cf7bc,29
WB_Eg_0_Jul_B_r5,752798f4fceff8d8371fa983ecfc44206a93e887,86
WB_Eg_0_Jul_B_r5,51131291a7120e8ca5090c7d9beccf84adeb9463,96
WB_Eg_0_Jul_B_r5,e6cbd617ad3455dfb87df2b7330cc5e1e55f9165,28
WB_Eg_0_Jul_B_r5,f09fce8014350ddf12cb673bcb65eaf5e951cbc6,266
WB_Eg_0_Jul_B_r5,7a25c30c198710ce436fb710b169be1458e67870,25
WB_Eg_0_Jul_B_r5,f17d97dfb2e49cf6c2b4f5c1587d6ddf1ba7226a,205
WB_Eg_0_Jul_B_r5,a7e31feb1368a1662b6801004f879657645eb179,14
WB_Eg_0_Jul_B_r5,59d607f182292aace60cd207f755176e13da202b,127
WB_Eg_0_Jul_B_r5,87d36b743aa038ef851a63d5a6c337fadcdc8b8f,14
WB_Eg_0_Jul_B_r5,5b77411aa473d783feea0427b5458742f56dc819,62
WB_Eg_0_Jul_B_r5,c380a72c968b347ba3489bf7d6f913dbe5f9eb0e,404
WB_Eg_0_Jul_B_r5,c570985cd370737d79f5a5ead525ae07e060a05a,51
WB_Eg_0_Jul_B_r5,61a9391e61fe27919e716413e5a9b6cde2db036b,86
WB_Eg_0_Jul_B_r5,505b0c4ae2041d1d51c56dd7fa420d62b3547a3e,342
WB_Eg_0_Jul_B_r5,bbe867a9051e2cfff36862da44ec6538ca1371e3,5
WB_Eg_0_Jul_B_r5,b1a34b52e9dbe50cc0e7728a1c7595dcf1351f25,7
WB_Eg_0_Jul_B_r5,b36befbb28dc10fbcbc14893f74819f934662c94,52
WB_Eg_0_Jul_B_r5,988cea4092478edb67d2cb457f23ade3f33e21c0,56
WB_Eg_0_Jul_B_r5,1312bdd0786ce1e096ed5b09e24c13d83740b0e0,220
WB_Eg_0_Jul_B_r5,17e22eb4a3bfa166e98b9217e96fc403f5dc2099,25
WB_Eg_0_Jul_B_r5,52c668145022b7b668e383bcb11fa630ab2aa2e4,21
WB_Eg_0_Jul_B_r5,f24fd5ebb84a7f2ade24aca81e64e1214e2998df,590
WB_Eg_0_Jul_B_r5,23a435b2ae191c24488b2f5e9ac0fb5997330f7b,106
WB_Eg_0_Jul_B_r5,0199105c198ba4c1ff1ac9638e4a76a841a9ce97,7
WB_Eg_0_Jul_B_r5,1f60a20f2d22a7262d0daeb64d85ae104c8fa122,113
WB_Eg_0_Jul_B_r5,650276b005426a0671f3780b015ece8d17316c84,315
WB_Eg_0_Jul_B_r5,77bdf39167ea91b04a63e2a9551d8b699b99e8b5,36
WB_Eg_0_Jul_B_r5,7aca181a4552852855ff119614cd08571bdc9638,68
WB_Eg_0_Jul_B_r5,4273e5758e915e2f004d19493c77eb40f72c3aac,22
WB_Eg_0_Jul_B_r5,99134e469873875819e2102c2f6a4e12d098a353,59
WB_Eg_0_Jul_B_r5,7c78e4a9f559bec9980d05cb10b281577b4386e0,21
WB_Eg_0_Jul_B_r5,dac0b5ec944c3bdcb6ebee80193f0800f145098e,33
WB_Eg_0_Jul_B_r5,d4435468ff5f6da6e98ec7d2161d09c57c02555a,544
WB_Eg_0_Jul_B_r5,faddf6f93d3bf5a2afc2a7b3d881603ac23314bb,40
WB_Eg_0_Jul_B_r5,360d99bf5985624f9cb15fb04e8e75286347d9bf,12
WB_Eg_0_Jul_B_r5,e1cae1c17ee4083ed6d280c12578fe98581c6fa6,10
WB_Eg_0_Jul_B_r5,190f879e0511b8a73902ec596d9d837199eff8d3,30
WB_Eg_0_Jul_B_r5,e294ee523c4e98b87b9e2f92279ccedbf6b5173a,201
WB_Eg_0_Jul_B_r5,9ae585fdddddbf2717ee298e27b01b249bbca3c7,60
WB_Eg_0_Jul_B_r5,682fc5616896593ec3f5728c85d74deb9ab1be8f,6
WB_Eg_0_Jul_B_r5,0dab691fd5a863152be1439de671edb2dd066a1c,12
WB_Eg_0_Jul_B_r5,251046d22700aa36ff11e72a5cdc23e4d00ca697,3
WB_Eg_0_Jul_B_r5,2b6e75def41f36c7ad4885d7dc81b06060cf9a3c,40
WB_Eg_0_Jul_B_r5,20eb9f5606e2de84915be4c51ae3cce73678eff8,37
WB_Eg_0_Jul_B_r5,7de3b6aab71847222d1a5878fc5f85dc1036fa61,5
WB_Eg_0_Jul_B_r5,2c7022b669c8702515818df9dd827087564eeaef,30
WB_Eg_0_Jul_B_r5,00a96cd417a311b842da75ca0da0c601d3864d52,9
WB_Eg_0_Jul_B_r5,9ef85cd2e407a90a1369af79544e9c9801395c01,224
WB_Eg_0_Jul_B_r5,1634dfc0bcc602633af4b221a00c497f22b24772,168
WB_Eg_0_Jul_B_r5,1453e42f63dedf20e57d89b4c35d932af333b731,29
WB_Eg_0_Jul_B_r5,51893b7897bf18fea912f17979f4b7f3138b20eb,199
WB_Eg_0_Jul_B_r5,0b602149cf1612e4cf6c8d8f18eb18ad3b382f34,4
WB_Eg_0_Jul_B_r5,b33ef0c69b7b722cf5c9fcfbf4d94eff3321f830,16
WB_Eg_0_Jul_B_r5,7ed322437a7fde1893a6afa1a29077d420a24504,132
WB_Eg_0_Jul_B_r5,790857df1e4a9efbdb19ce3fad4fe9341db7bcff,16
WB_Eg_0_Jul_B_r5,ffb7d58bdecdb342b00fba6bc5dcc8c4c7b7c251,34
WB_Eg_0_Jul_B_r5,8bddda6a88663c7425634b2883b05137d69407dd,20
WB_Eg_0_Jul_B_r5,2a129a5cadf8868a7828b754cea5cfea5fc16a6d,2
WB_Eg_0_Jul_B_r5,8d784d2a1815a1bd0de69167da1cce8e1fbc4df0,13
WB_Eg_0_Jul_B_r5,2f8d773f7fac00d88859e67caeef5bb17a951732,8
WB_Eg_0_Jul_B_r5,65be932ba79946306a24076cf0e15d584f443e15,7
WB_Eg_0_Jul_B_r5,dd460d017539835cf3bfd3496934d7ae4c297f49,9
WB_Eg_0_Jul_B_r5,5a2b92455450e109d09d69c1cb74a75b744a28f3,13
WB_Eg_0_Jul_B_r5,326307ff66e0fd20afeb11721958e655258f5f49,5
WB_Eg_0_Jul_B_r5,2fdffcd7c4e6e817b369ea94d4ea3262eddb56b2,10
WB_Eg_0_Jul_B_r5,3fd1b5468d4d2a892fbf773aaedb83a28aafb401,138
WB_Eg_0_Jul_B_r5,726fc9de1f8ea79012a3247ef98b401caeeac1e8,153
WB_Eg_0_Jul_B_r5,945477d876fe324b32154e47b07c9adff4a098a6,212
WB_Eg_0_Jul_B_r5,c0a2d03889cfcd09fbe68de4f24419085133ab54,15
WB_Eg_0_Jul_B_r5,076a060ca9e4e9afed1acfd632eadf31b1286832,279
WB_Eg_0_Jul_B_r5,db1f149073bdaca6b869d3884d85a09d31e41a73,232
WB_Eg_0_Jul_B_r5,26dfd8c01960eddf5146b3cb1ab1418d3e4e8557,66
WB_Eg_0_Jul_B_r5,20a3ff62a2ae1d03439ae24ad0cbc1e0d092da42,23
WB_Eg_0_Jul_B_r5,8f9d176f5c0b86f6ff911848969a90c0bc8dd2af,7
WB_Eg_0_Jul_B_r5,a7c638deb476eec2d4abeb4ccac653c745166557,41
WB_Eg_0_Jul_B_r5,4dff89ed2b8779a5edc4f4cced3826e2ddf0299c,56
WB_Eg_0_Jul_B_r5,48c8a5917ec3c4cd9407e821dce6afd263b24c91,9
WB_Eg_0_Jul_B_r5,88b70d5b1dd62a35e6e4aff136d0e558b523ca62,250
WB_Eg_0_Jul_B_r5,88acb88974332766c1e6c84d8398bd11eb483105,6
WB_Eg_0_Jul_B_r5,2fb7743c736e89658c95a3bb195671c4e98a47a5,13
WB_Eg_0_Jul_B_r5,1bf5ee2150bd1419acd78d55ab4601a223b827d8,113
WB_Eg_0_Jul_B_r5,7b23acba705198ca53b6c4cb3103b5ca783045ef,67
WB_Eg_0_Jul_B_r5,bfce1b29ebfa78230eeab530367f4c9c901e4326,96
WB_Eg_0_Jul_B_r5,702ad8414255b3332e9b7f2b40f068fd92eb7886,8
WB_Eg_0_Jul_B_r5,6ebe334b748cb26fc4d7b4f8433f8cee171408e1,90
WB_Eg_0_Jul_B_r5,0670862100b04bff70e38a45d39d15af359ea23a,95
WB_Eg_0_Jul_B_r5,539c1f93b73280f3812c15454a8f3489f12825cb,144
WB_Eg_0_Jul_B_r5,73c15fa0e4ca79abc78c962a87e06008aee52111,12
WB_Eg_0_Jul_B_r5,ccbe94ca85ebbe21b2dcf3c394d93adf0f9feee7,98
WB_Eg_0_Jul_B_r5,e6d84cae929a316b3f9411bcd6afd311ff0e1115,94
WB_Eg_0_Jul_B_r5,8262ceb4f13e74f3ee2e231191d533c7b94788ea,7
WB_Eg_0_Jul_B_r5,08a6a852f9777b81b41ce082baace163dc4dca5d,47
WB_Eg_0_Jul_B_r5,4c4c59feb2cf1b1dd8e2bd031d8764394f6747a6,24
WB_Eg_0_Jul_B_r5,63951b40145c4e54b3ea68fcc9662cf36c83d1d6,35
WB_Eg_0_Jul_B_r5,4e5c0ae281c57278100524e6d925919d885b8c78,23
WB_Eg_0_Jul_B_r5,c97e2771b2ed134e09bb4563cc82ef1d894a3157,16
WB_Eg_0_Jul_B_r5,3db7e92cea5e8665c32a77143f36e6cfe9cbdace,86
WB_Eg_0_Jul_B_r5,e44a44c23d7ab07b3deb15686a47802105300d93,31
WB_Eg_0_Jul_B_r5,8856d04808f61b1018151f66776181c5bfefd037,54
WB_Eg_0_Jul_B_r5,79dc7d5e14f65291adafbe806c370052e4c7f5a7,45
WB_Eg_0_Jul_B_r5,72578db460133572b99abee59168203edd60d420,14
WB_Eg_0_Jul_B_r5,6641384506fcd38ff7d96ff4ff3bd269e44c2fb3,11
WB_Eg_0_Jul_B_r5,595ffb9b80ea5a331ee8c274bb0a728e7bf1c16e,23
WB_Eg_0_Jul_B_r5,b7ccba0d55f9881580076186ffe3afbae582ebf8,21
WB_Eg_0_Jul_B_r5,62c8dace4b15e531519c5a06e5901b445f03bbbc,23
WB_Eg_0_Jul_B_r5,01f9e238be372d0464f5c1ca6424e8ebf1f110e6,38
WB_Eg_0_Jul_B_r5,7a258df83240a6b56036a4ce3e85be2bdeaacd03,6
WB_Eg_0_Jul_B_r5,8de69348c19667177d84d8d3abd3cf79118c7de7,41
WB_Eg_0_Jul_B_r5,7ddd952eee892d307da6fe02f5ad98ade084b431,40
WB_Eg_0_Jul_B_r5,0fe1f8a005c8dcfaa137968cc1eaae1487a4f264,27
WB_Eg_0_Jul_B_r5,2db7772f5cdbc39df09039372860d75d944765dd,50
WB_Eg_0_Jul_B_r5,2f535f451d532d8df9028b8f0dc3692c1c2ecfb1,6
WB_Eg_0_Jul_B_r5,8b0d648749cfcd0836875c316a139af76f2b3eb8,26
WB_Eg_0_Jul_B_r5,775c008d9a14dacf0ad6075613dd45fff234b713,4
WB_Eg_0_Jul_B_r5,6a584c15ff563a58b85659d5ef29d8d3c2b2bd12,13
WB_Eg_0_Jul_B_r5,42c25044ed9675a93358049dd19a7fa3d74e21cf,22
WB_Eg_0_Jul_B_r5,d9afad4f03525bbed60c91c6dd9ea98b75bd0aed,26
WB_Eg_0_Jul_B_r5,520dc76de87cb493e85f6af8b23135d7c40a1009,16
WB_Eg_0_Jul_B_r5,7fef288206b8d173d1f2d984b269649e5a2dd35c,10
WB_Eg_0_Jul_B_r5,b16be2af43463f20b6e445ac7be88315de4cc661,5
WB_Eg_0_Jul_B_r5,90de9d33c38c45370f56d6ae1a569d0d609214b3,26
WB_Eg_0_Jul_B_r5,f2981bc03ebff58b897d30fe3965fee1acc9a2d0,17
WB_Eg_0_Jul_B_r5,d3db799cdfbb594d01ada01fc5e88b7b1577828a,11
WB_Eg_0_Jul_B_r5,6385d0ac0da74bf99044e7e35d7c5697d58d1e31,5
WB_Eg_0_Jul_B_r5,5be920e4c4e4cef82c511a4c0e440f07a18c7a05,19
WB_Eg_0_Jul_B_r5,58edebe7cd69f4fadf4ca8579b999032e16dd7c4,7
WB_Eg_0_Jul_B_r5,7f03d5c62d36ce2d43b198918dda8786d94f7a45,13
WB_Eg_0_Jul_B_r5,e699e93794f7c25872c746ee8839df6c0ff8e5ec,7
WB_Eg_0_Jul_B_r5,f915a704bd0657781333e87d65eae81c3428390e,3
WB_Eg_0_Jul_B_r5,53f072b9224fe434108866d5f57b5901891bc697,6
WB_Eg_0_Jul_B_r5,91c9f47b9ab16c0d87430a12504550cf36727735,6
WB_Eg_0_Jul_B_r5,14dc943cf58559ddceb624ece9014d1ce8c22b85,5
WB_Eg_0_Jul_B_r5,80e3e5e07111a4692f0deb9892cfb1a7b9ea0961,10
WB_Eg_0_Jul_B_r5,2430503c92e1b48bfa7a90cfcb9da08702c6ee6d,3
WB_Eg_0_Jul_B_r5,c4062e31078d14b58a351bda712a8c513e8f3475,4
WB_Eg_0_Jul_B_r5,4f72cd423306824f1fbcd5f8a73961478f594765,4
WB_Eg_0_Jul_B_r5,6aef7e65359ab9c7debead8d8200c7d0ee659938,4
WB_Eg_0_Jul_B_r5,24bd71f6a55218d8540d041dfddd00ee4ee82e6b,4
WB_Eg_0_Jul_B_r5,b6254b19eb3fb9a1360e211d051204c45ed675e5,3
WB_Eg_0_Jul_B_r5,2bf3dfb4726ab9095629e45e112922ca37590f7b,6
WB_Eg_0_Jul_B_r5,0018b8991edb122a0774fdcc1302accc6369d9e9,2
WB_Eg_0_Jul_B_r5,9173c08d6b0ba278ed53fae0a40d1317f1a8da11,2
WB_Eg_0_Jul_B_r5,b1881ab796c89b3bcedd8e86aab472cb739791b8,2
WB_Eg_0_Jul_B_r5,9ebd0bcbae3f4ee1f10ba13d858e85af17744e67,33
WB_Eg_0_Jul_B_r5,8b11d6cdddc7a9120d5a60cfaa72f1a2becf8e92,11
WB_Eg_0_Jul_B_r5,2f5c06a08dcee965880fabc2ecef151c532df640,10
WB_Eg_0_Jul_B_r5,68d15706a85e925bac4994ff39e39d8d8b6ae8c9,7
WB_Eg_0_Jul_B_r5,177f7124a3ad575f0620b2d1a73f0a74e46a2706,5
WB_Eg_0_Jul_B_r5,faefb81e5e2777786c66c90d31f50f2dd355cb5f,2
WB_Eg_0_Jul_C_r5,894db39f7f4dd05d5ab0cbdf6683aa400ac920d0,7617
WB_Eg_0_Jul_C_r5,11a112ced1c85e620f6d97d82281a1bb58614e67,6220
WB_Eg_0_Jul_C_r5,8a1c9da427aa6f155aaa44acd2708f79db93e1d1,21
WB_Eg_0_Jul_C_r5,8da6a90264f11ade3077e3ec214bc9995e17e14c,2197
WB_Eg_0_Jul_C_r5,9b0928a35810bec774d796ca4c32d06bea5b3a46,14702
WB_Eg_0_Jul_C_r5,3716ec47a8a97109791958586e9248bd6dbf10d2,8121
WB_Eg_0_Jul_C_r5,b3b7552ad4cb087f2533f45f05c840503002203e,978
WB_Eg_0_Jul_C_r5,c54bc989c316d1c02e3e8bf6e807f5a7d7541b60,34
WB_Eg_0_Jul_C_r5,a64ab751b69ad1c2dc45814951dd0b3fce5c88aa,2117
WB_Eg_0_Jul_C_r5,7c13ffc1243cf5f3d36480e6b95a526b999103f9,297
WB_Eg_0_Jul_C_r5,70e24320d41fbcf7da684cebc8bdf7eb8caf0335,1988
WB_Eg_0_Jul_C_r5,2ba6706da1f0fcfede84c62acca90178c7ccd7ed,104
WB_Eg_0_Jul_C_r5,762c55085467c107892d6432a844d72f4c81e087,1731
WB_Eg_0_Jul_C_r5,e294b257e9eaf219586d0deec990b0d66720bb9b,3536
WB_Eg_0_Jul_C_r5,13842b7854ec05c35db9bfad812ee23be9c22d80,786
WB_Eg_0_Jul_C_r5,4eae67104bcd193e0cff6b53ca99775b98a314e2,250
WB_Eg_0_Jul_C_r5,1665a7c97702ef7179bcb1e186705fe73e545b19,71
WB_Eg_0_Jul_C_r5,3c49432fd565e4279cf4b706a8e33dffcdc9fcfe,99
WB_Eg_0_Jul_C_r5,26b70a549c237412b777249c52eec88aaf9fe485,1565
WB_Eg_0_Jul_C_r5,5f8d6605b9eae686bee41b1fd005cdfd79f9336f,73
WB_Eg_0_Jul_C_r5,da409b5c08787420c3e4f55a14e678045f87e44f,600
WB_Eg_0_Jul_C_r5,0b8ff0c1fa32b248eebeb30d112ea7a57afbd9f1,181
WB_Eg_0_Jul_C_r5,9c89843a09f6a86db9814acafd21b5ddfebd2a70,1794
WB_Eg_0_Jul_C_r5,dfd790f9b862e6415cbc236cc53b855a976f1714,6
WB_Eg_0_Jul_C_r5,192d1926c1b5e288f33859eb37a383d0f40fdb13,1666
WB_Eg_0_Jul_C_r5,ea5d4731b60baeec6fb097844ee87a92f197afba,268
WB_Eg_0_Jul_C_r5,9bd13002513c4da41d33f5b4719c0a4a8e383a7f,324
WB_Eg_0_Jul_C_r5,3e967b2cb1139cdab2f062fe0005898007a2d247,3
WB_Eg_0_Jul_C_r5,9dad58c80a1a5d319d7cefb487d0d17d0ce7be46,197
WB_Eg_0_Jul_C_r5,766bbeedf2bf202d73588765a7ad9c5e072e9eac,60
WB_Eg_0_Jul_C_r5,3db64d9555a5461037307c2ce8496733496ed607,130
WB_Eg_0_Jul_C_r5,6f98e637735b187cd156c79b8f022a0bc63d5fc5,198
WB_Eg_0_Jul_C_r5,70ea3fe9dd4ffe179962aacf8e13b507af0187ee,51
WB_Eg_0_Jul_C_r5,eb6e154ad3783ad881b92fa8986ea1e517cfd566,29
WB_Eg_0_Jul_C_r5,4b878acce00f9a3d5cdc1f3344ec325a7dd28784,47
WB_Eg_0_Jul_C_r5,51cb5da5a0256192175a120c157b2c48d69c55a6,121
WB_Eg_0_Jul_C_r5,69574d05362ce02e1ba5067abec4a45cab1a34c8,558
WB_Eg_0_Jul_C_r5,946bf75ea8b905bee551ff7aa3eb7e3158de3358,25
WB_Eg_0_Jul_C_r5,077f22783e0965d1e1cb0e248abe4ccd7c0d3358,153
WB_Eg_0_Jul_C_r5,694b472694570efad605ec631e157cbbb6192e6a,414
WB_Eg_0_Jul_C_r5,08b97b5b0b19576d8744fd5e9517aaebde3550b2,273
WB_Eg_0_Jul_C_r5,5f673e55aaa0f0f91edc96ab6b33ad600179bf17,30
WB_Eg_0_Jul_C_r5,338ab2bca8fb3a87b02538ea1fb4a0b94ab84f85,23
WB_Eg_0_Jul_C_r5,9607d1f948b1606e8a2ad407338bc09645d41fcd,52
WB_Eg_0_Jul_C_r5,995529b6e0c9f895e4cda8af1c56e973b820833c,52
WB_Eg_0_Jul_C_r5,2f5723a58d69dbcde6737abcbcb6e2a3d0455382,25
WB_Eg_0_Jul_C_r5,fc7a18a80f85bea935be82441f33bb7d4804c7ca,49
WB_Eg_0_Jul_C_r5,46f2a98d716a28a4e631408bed06c8daa8401547,291
WB_Eg_0_Jul_C_r5,2e32900ba04af11859d0d344dd405573fdbca703,688
WB_Eg_0_Jul_C_r5,70d8e61a351bca55a3e3eff74fa9f2069c0c0815,881
WB_Eg_0_Jul_C_r5,ecbcc3bd709776326a720729ad74c020c160aa3a,21
WB_Eg_0_Jul_C_r5,cdd0ff1b140839a248d9ed7ebc77ff7e2211374f,200
WB_Eg_0_Jul_C_r5,86d6faac0dd509d2237dfc49a1315d0011373618,197
WB_Eg_0_Jul_C_r5,aea61daae30d61728a2a6084c70a811ca28c96bc,42
WB_Eg_0_Jul_C_r5,de74a3a4f910765bc17d8af5d4ae6099b653023f,231
WB_Eg_0_Jul_C_r5,3ce2c50b73f45134a47b2ada58f3641e2c0762f4,59
WB_Eg_0_Jul_C_r5,ae7b1bcd96c25f6820f444a16cd22414a586e053,265
WB_Eg_0_Jul_C_r5,1bad5e3c140092d0ba5588bc7043e89a0e1d2f2c,196
WB_Eg_0_Jul_C_r5,d6ca3900b868aa39b9201be435e944683e75e7e8,970
WB_Eg_0_Jul_C_r5,12a75d6223c4f7a8dc385c2f10bb1210204c2fa5,63
WB_Eg_0_Jul_C_r5,74d922d39dd4cdb56d8042c048526da0e368eb8f,516
WB_Eg_0_Jul_C_r5,ae3eb63414d8c1bb606efb9cb03881f29fd8027b,108
WB_Eg_0_Jul_C_r5,afcde28f2368d924f94fa1f8708c2c5f17ff32cd,142
WB_Eg_0_Jul_C_r5,37af730fb96e74f381ca40ef59c19b160ac5d369,990
WB_Eg_0_Jul_C_r5,2a869f4b60a082209edcb586598ce8e6e620c704,41
WB_Eg_0_Jul_C_r5,f27da41c5e1f933ac24bd0f7f9620b3d521ad5ab,28
WB_Eg_0_Jul_C_r5,6cdea15c2ae3a056dc5b24e3a607eee4eb38f4e2,250
WB_Eg_0_Jul_C_r5,6dbe3cfb86fd77e6adb9ae94f9037cb3f6850488,322
WB_Eg_0_Jul_C_r5,78c13365e61ef4d1a875bda1d6ee63a9788ac2a8,1273
WB_Eg_0_Jul_C_r5,b17e89949f8d275e9aa4e05cbfc408aef20268e3,342
WB_Eg_0_Jul_C_r5,8b8bd78c1ca9f3a23e5b7dcad27a9bde5a517cfa,14
WB_Eg_0_Jul_C_r5,a44d692330a434c2938df6d7cf604e5582c4c5cf,76
WB_Eg_0_Jul_C_r5,72d6d2e8316337f8beaf623ca78f0d1db5006f36,536
WB_Eg_0_Jul_C_r5,cc6628a83ef1e3ca716a18ea09fdbc43a8d9c7ae,48
WB_Eg_0_Jul_C_r5,7d68413c750ae9e2d54d5fc61494a1fc09a886e3,170
WB_Eg_0_Jul_C_r5,8d9e4e7e473f0bf19630ea3cd4f17074ef9276a9,41
WB_Eg_0_Jul_C_r5,34cdf55b1b94725a122f2926508a29ed60aea543,39
WB_Eg_0_Jul_C_r5,cec76b37f2075b9156c072e6a31d739bfddf3fe2,273
WB_Eg_0_Jul_C_r5,a0e6aa5df3855c10681a595eec89dd5599373417,15
WB_Eg_0_Jul_C_r5,98eddbd1218f13364c779e949d28c3585e72490f,38
WB_Eg_0_Jul_C_r5,24f658e178abf227661c1040dee732aaeee0bf33,504
WB_Eg_0_Jul_C_r5,90dead224d0412af94cf4d561a632b37b25eb653,161
WB_Eg_0_Jul_C_r5,7bb9a2005c9cb37888b0847a0e9636e34c1de988,40
WB_Eg_0_Jul_C_r5,c6da01a6998c20c80b4533d9d0d9d4136292f324,289
WB_Eg_0_Jul_C_r5,ef6e3de48ff797b1d8eefec90ffc1bc76f3ef654,286
WB_Eg_0_Jul_C_r5,8e5a609efaddaef88d77152bfe534f9cf15d1dc3,12
WB_Eg_0_Jul_C_r5,88db2e382400a708d2d92f8b62b24957020e032b,209
WB_Eg_0_Jul_C_r5,97f36d14a9e4f7759ee7c6212aee8f6855de0dfb,48
WB_Eg_0_Jul_C_r5,6937b36c5227bf84b546bea9a3c6ec379cc1f016,238
WB_Eg_0_Jul_C_r5,ae30c41f4bbd89a71c5d2bbec0c78de618e0173b,183
WB_Eg_0_Jul_C_r5,3d1145ee1cd9deecea59a0bb48df511999e1eb98,154
WB_Eg_0_Jul_C_r5,5c3ce3348dcee6e578c267c509b3eae76f72ca8b,8
WB_Eg_0_Jul_C_r5,709841fdbd2649db7209dd3fe218442af92cf7bc,82
WB_Eg_0_Jul_C_r5,98fa7c1a92b57ffddc9c0d4817de73c54b998716,118
WB_Eg_0_Jul_C_r5,752798f4fceff8d8371fa983ecfc44206a93e887,49
WB_Eg_0_Jul_C_r5,51131291a7120e8ca5090c7d9beccf84adeb9463,46
WB_Eg_0_Jul_C_r5,7a25c30c198710ce436fb710b169be1458e67870,5
WB_Eg_0_Jul_C_r5,861fe7cc60393df94e1baacd7ac3608181504a07,29
WB_Eg_0_Jul_C_r5,85b2b53131e0e9294c790d6bf69b1e53e46c8a85,346
WB_Eg_0_Jul_C_r5,f17d97dfb2e49cf6c2b4f5c1587d6ddf1ba7226a,410
WB_Eg_0_Jul_C_r5,145c4923e5223dc15525841460a8dac2090eb874,125
WB_Eg_0_Jul_C_r5,87d36b743aa038ef851a63d5a6c337fadcdc8b8f,5
WB_Eg_0_Jul_C_r5,27b26ee3a43a2690990df46a8ff97e3ecaa38a78,20
WB_Eg_0_Jul_C_r5,c380a72c968b347ba3489bf7d6f913dbe5f9eb0e,292
WB_Eg_0_Jul_C_r5,c570985cd370737d79f5a5ead525ae07e060a05a,12
WB_Eg_0_Jul_C_r5,505b0c4ae2041d1d51c56dd7fa420d62b3547a3e,327
WB_Eg_0_Jul_C_r5,b36befbb28dc10fbcbc14893f74819f934662c94,6
WB_Eg_0_Jul_C_r5,988cea4092478edb67d2cb457f23ade3f33e21c0,91
WB_Eg_0_Jul_C_r5,3422854289a635783d2ce13201a339e2aa3b5946,19
WB_Eg_0_Jul_C_r5,29b1e4d656af5084f46279bbce2d18fd324004f2,5
WB_Eg_0_Jul_C_r5,f24fd5ebb84a7f2ade24aca81e64e1214e2998df,252
WB_Eg_0_Jul_C_r5,23a435b2ae191c24488b2f5e9ac0fb5997330f7b,509
WB_Eg_0_Jul_C_r5,0199105c198ba4c1ff1ac9638e4a76a841a9ce97,39
WB_Eg_0_Jul_C_r5,1f60a20f2d22a7262d0daeb64d85ae104c8fa122,163
WB_Eg_0_Jul_C_r5,650276b005426a0671f3780b015ece8d17316c84,542
WB_Eg_0_Jul_C_r5,860ade944fb10d1b5fe9466de1872f4e9e1111a5,5
WB_Eg_0_Jul_C_r5,7aca181a4552852855ff119614cd08571bdc9638,329
